id,time,X1,Y1,Z1,X2,Y2,Z2,age
1,0,13.5,37.0,3.5,13.6,37.0,3.00001,0
1,86400,13.5396,36.8974,3.5,13.6223,36.922,3.00001,1
1,172800,13.6739,36.826,3.5,13.7464,36.8566,3.00001,2
1,259200,13.92,36.7917,3.5,13.9769,36.8131,3.00001,3
1,345600,14.2351,36.6952,3.5,14.2753,36.7016,3.00001,4
1,432000,14.4349,36.4513,3.5,14.4634,36.4626,3.00001,5
1,518400,14.6106,36.2814,3.5,14.6626,36.3033,3.00001,6
1,604800,14.844,36.2521,3.5,14.9079,36.2921,3.00001,7
